"Date","Prain","Psnow","SWE","Msnow","Total","Rech","Eac","SM","Qg","Q0","Q1","Q2","STZ","SUZ","SLZ","q_sim","year","WB"
1986-01-19,1.417344,0,0,0,1.417344,3.66092947457489e-05,0.00830524222830141,1.4487257343429,0.000202878657207077,0,0,0.000202878657207077,3.66092947457489e-05,0,0.0200849870635006,0,"1986",1.4090387577717
1986-01-20,0.234192,0,0,0,0.234192,0.0012398124344305,0.327358914760767,1.35431900714771,0.000200849870635006,0,0,0.000200849870635006,0.0012398124344305,3.66092947457489e-05,0.0198841371928656,0,"1986",-0.0931669147607676
1986-01-21,0.44184,0,0,0,0.44184,0.00211707607739451,0.252267298707079,1.54177463236323,0.000199207464876114,0,0,0.000199207464876114,0.00211707607739451,0.0012398124344305,0.0197215390227353,0,"1986",0.18957270129292
1986-01-22,0,0,0,0,0,0,0.41959480809877,1.12217982426446,0.000209613514571658,0,0,0.000209613514571658,0,0.00211707607739451,0.0207517379425941,0,"1986",-0.41959480809877
1986-01-23,0,0,0,0,0,0,0.279324087695361,0.842855736569101,0.000228688140199886,0,0,0.000228688140199886,0,0,0.0226401258797887,0,"1986",-0.279324087695361
1986-01-24,0.00081599999999952,0,0,0,0.00081599999999952,1.93789105424537e-06,0.194767422996902,0.648902375681144,0.000226401258797887,0,0,0.000226401258797887,1.93789105424537e-06,0,0.0224137246209908,0,"1986",-0.193951422996903
1986-01-25,0,0,0,0,0,0,0.186186268212099,0.462716107469046,0.000224137246209908,0,0,0.000224137246209908,0,1.93789105424537e-06,0.0221895873747809,0,"1986",-0.186186268212099
1986-01-26,0,0,0,0,0,0,0.13419841247006,0.328517694998986,0.000221915252658352,0,0,0.000221915252658352,0,0,0.0219696100131768,0,"1986",-0.13419841247006
1986-01-27,0,0,0,0,0,0,0.0878499631511511,0.240667731847835,0.000219696100131768,0,0,0.000219696100131768,0,0,0.0217499139130451,0,"1986",-0.0878499631511511
1986-01-28,0,0,0,0,0,0,0.063121054073994,0.177546677773841,0.000217499139130451,0,0,0.000217499139130451,0,0,0.0215324147739146,0,"1986",-0.063121054073994
1986-01-29,0,0,0,0,0,0,0.0528041603811788,0.124742517392662,0.000215324147739146,0,0,0.000215324147739146,0,0,0.0213170906261755,0,"1986",-0.0528041603811788
1986-01-30,0,0,0,0,0,0,0.0391260114003735,0.0856165059922882,0.000213170906261755,0,0,0.000213170906261755,0,0,0.0211039197199137,0,"1986",-0.0391260114003735
1986-01-31,0,0,0,0,0,0,0.0231410594458247,0.0624754465464636,0.000211039197199137,0,0,0.000211039197199137,0,0,0.0208928805227146,0,"1986",-0.0231410594458247
1986-02-01,5.50358399999952,0,0,0,5.50358399999952,0.000277856050986288,0.0109117157603376,5.55486987473466,0.000208928805227146,0,0,0.000208928805227146,0.000277856050986288,0,0.0206839517174874,0,"1986",5.49267228423918
1986-02-02,9.75542399999933,0,0,0,9.75542399999933,0.377474745042187,1.08960749344336,13.8432116362484,0.000206839517174874,0,0,0.000206839517174874,0.377474745042187,0.000277856050986288,0.0204771122003125,0,"1986",8.66581650655597
1986-02-03,0.000816,0,0,0,0.000816,0.000121967775456285,3.64105333139423,10.2028523370788,0.000207549682512988,0,0,0.000207549682512988,0.000121967775456285,0.377474745042187,0.0205474185687858,0,"1986",-3.64023733139423
1986-02-04,0,0,0,0,0,0,2.74385107524777,7.45900126183098,0.0472248167492166,0,0.0455193425635287,0.00170547418568786,0,0.182077370254115,0.168841944383098,0.04,"1986",-2.74385107524777
1986-02-05,0,0,0,0,0,0,1.66807092955558,5.7909303322754,0.00960389349465396,0,0.00641547405082298,0.00318841944383098,0,0.0256618962032919,0.315653524939267,0.02,"1986",-1.66807092955558
1986-02-06,0,0,0,0,0,0,1.6097913606349,4.1811389716405,0.00341315421142559,0,0,0.00341315421142559,0,0,0.337902266931133,0,"1986",-1.6097913606349
1986-02-07,0.223392,0,0,0,0.223392,0.00567685788241781,0.957630832611303,3.44122328114678,0.00337902266931133,0,0,0.00337902266931133,0.00567685788241781,0,0.334523244261822,0,"1986",-0.734238832611303
1986-02-08,0.605399999999999,0,0,0,0.605399999999999,0.0115319255986672,0.699399452779383,3.33569190276873,0.00334523244261822,0,0,0.00334523244261822,0.0115319255986672,0.00567685788241781,0.331178011819204,0,"1986",-0.0939994527793844
1986-02-09,0.0168,0,0,0,0.0168,0.000305596835524077,0.853235582722558,2.49895072321065,0.00336854869701622,0,0,0.00336854869701622,0.000305596835524077,0.0115319255986672,0.333486321004605,0,"1986",-0.836435582722558
1986-02-10,4.85006399999923,0,0,0,4.85006399999923,0.0575377993951638,0.500483246897314,6.7909936769174,0.00345018246603273,0,0,0.00345018246603273,0.0575377993951638,0.000305596835524077,0.34156806413724,0,"1986",4.34958075310192
1986-02-11,6.03532799999952,0,0,0,6.03532799999952,0.314402936554721,1.68377596422214,10.8281427761401,0.00341873660972764,0,0,0.00341873660972764,0.314402936554721,0.0575377993951638,0.338454924363036,0,"1986",4.35155203577738
1986-02-12,0.0524159999999988,0,0,0,0.0524159999999988,0.00544663346673235,2.72282558409666,8.15228655857667,0.003959927237582,0,0,0.003959927237582,0.00544663346673235,0.314402936554721,0.392032796520618,0,"1986",-2.67040958409666
1986-02-13,0.542087999999999,0,0,0,0.542087999999999,0.0370073300973661,1.97204720520956,6.68532002326974,0.0393902419694969,0,0.0339699140042907,0.00542032796520618,0.0370073300973661,0.135879656017163,0.536612468555412,0.03,"1986",-1.42995920520956
1986-02-14,0.0254639999999998,0,0,0,0.0254639999999998,0.00129608020449234,1.71630698422091,4.99318095884434,0.00672492124572575,0,0,0.00672492124572575,0.00129608020449234,0.0370073300973661,0.665767203326849,0.01,"1986",-1.69084298422091
1986-02-15,0.00484799999999976,0,0,0,0.00484799999999976,0.000160208449438182,1.2631782844773,3.73469046591759,0.00702774533424215,0,0,0.00702774533424215,0.000160208449438182,0.00129608020449234,0.695746788089973,0.01,"1986",-1.2583302844773
1986-02-16,10.3532639999981,0,0,0,10.3532639999981,0.222606842260529,0.875682180456471,12.9896654431987,0.00697042868294465,0,0,0.00697042868294465,0.222606842260529,0.000160208449438182,0.690072439611521,0.01,"1986",9.47758181954161
1986-02-17,3.91312799999981,0,0,0,3.91312799999981,0.532320800843709,3.15296587863655,13.2175067637182,0.00690232648060959,0,0,0.00690232648060959,0.532320800843709,0.222606842260529,0.683330321580349,0.01,"1986",0.760162121363254
1986-02-18,0,0,0,0,0,0,3.61991407981563,9.59759268390259,0.129318831836651,0,0.120985528620848,0.00833330321580349,0,0.48394211448339,0.824997018364546,0.1,"1986",-3.61991407981563
